person_id,clicks,median_ms,p25_ms,p75_ms,iqr_ms,sd_ms,mean_ms,typical_range
6fe38aa9-fea9-5ed3-a0b3-ac0baaed75cb,1,108.0,108.0,108.0,0.0,0.0,108.0,normal
16c861f7-92a1-5917-b809-ec0ce2d3af60,1,91.0,91.0,91.0,0.0,0.0,91.0,normal
42f07e90-b3f7-540b-b077-645ed063dd9c,1,137.0,137.0,137.0,0.0,0.0,137.0,deliberative
6610fea9-4130-56de-a8a1-01ea052a2cbb,1,107.0,107.0,107.0,0.0,0.0,107.0,normal
14fb08db-104d-5b45-a8ec-27b264153daa,1,88.0,88.0,88.0,0.0,0.0,88.0,normal
f6d05a3e-a395-59aa-b837-cb1cfd556128,1,99.0,99.0,99.0,0.0,0.0,99.0,normal
c8958abd-9212-52ae-83bb-48bc925fbe95,1,93.0,93.0,93.0,0.0,0.0,93.0,normal
99df8a6a-b4e2-543c-b8d4-b26cbc0acf15,1,130.0,130.0,130.0,0.0,0.0,130.0,deliberative
205fc01a-af80-5f22-89de-fd794734b6a2,1,83.0,83.0,83.0,0.0,0.0,83.0,normal
fbc2fd7c-1ede-5ddf-af80-358db9af4929,1,81.0,81.0,81.0,0.0,0.0,81.0,normal
763f01b2-4ee2-5422-8242-810223c81aa6,1,91.0,91.0,91.0,0.0,0.0,91.0,normal
9d68106f-f54b-577b-8e97-b66346f8e1b9,1,84.0,84.0,84.0,0.0,0.0,84.0,normal
a3393a01-d8ab-5a57-87f6-9ccb8c118304,1,133.0,133.0,133.0,0.0,0.0,133.0,deliberative
264c4dd3-7e77-57f4-9ac7-1e20a33a3e0c,1,141.0,141.0,141.0,0.0,0.0,141.0,deliberative
146ae1b2-c171-5b56-bfe7-a95df0e23139,1,124.0,124.0,124.0,0.0,0.0,124.0,deliberative
4e95991a-6d23-5983-a5b8-7110c4f0e80a,1,91.0,91.0,91.0,0.0,0.0,91.0,normal
2fc39632-f22e-559a-8922-a8cd6bdab0d0,1,61.0,61.0,61.0,0.0,0.0,61.0,ballistic
8379cff1-d1e7-5811-b825-b32167c7fcdb,1,122.0,122.0,122.0,0.0,0.0,122.0,deliberative
c6c9356e-2258-5bcc-9b76-eb95da5a5b52,1,98.0,98.0,98.0,0.0,0.0,98.0,normal
da5236b4-25ee-5e4b-b479-e67687945074,1,116.0,116.0,116.0,0.0,0.0,116.0,normal
5cee7906-48b7-5101-bb9c-bd5ede8781c1,1,133.0,133.0,133.0,0.0,0.0,133.0,deliberative
25443f23-5b17-58fe-9339-b4e9ab95db20,1,91.0,91.0,91.0,0.0,0.0,91.0,normal
beb46367-37fd-52dc-87a6-ae2de56bebad,1,150.0,150.0,150.0,0.0,0.0,150.0,deliberative
7f875b05-83a5-5dbb-b4fd-68cecb8bd340,1,94.0,94.0,94.0,0.0,0.0,94.0,normal
620b3ae7-f43e-5368-a457-dc89a91b6fc5,1,135.0,135.0,135.0,0.0,0.0,135.0,deliberative
f7e0b817-209d-5086-9b60-c7c8ae6e60f5,1,116.0,116.0,116.0,0.0,0.0,116.0,normal
ee8a650b-4425-5679-bef6-6d5fdc099e4f,1,130.0,130.0,130.0,0.0,0.0,130.0,deliberative
15d276f5-3052-594f-b15f-b3718b873524,1,116.0,116.0,116.0,0.0,0.0,116.0,normal
eff06af0-badb-5889-81c7-4a9023a19c16,1,108.0,108.0,108.0,0.0,0.0,108.0,normal
ab4a2cb5-79f1-5ab6-92f5-e79ecb3eeeb5,1,100.0,100.0,100.0,0.0,0.0,100.0,normal
bb21c57d-8cf4-5ede-89a6-400b507e648d,1,83.0,83.0,83.0,0.0,0.0,83.0,normal
53463ffa-2fb8-539e-afef-a75527f0aef0,1,42.0,42.0,42.0,0.0,0.0,42.0,ballistic
275dd7a9-396f-5a3f-a2bc-956d0b217ad6,1,133.0,133.0,133.0,0.0,0.0,133.0,deliberative
dea72222-1025-5764-b7a8-190c07512ebf,1,67.0,67.0,67.0,0.0,0.0,67.0,ballistic
66a6cd2f-b768-5880-9bc4-6bd8ea119c27,1,108.0,108.0,108.0,0.0,0.0,108.0,normal
1bef1494-f660-532b-86ee-6b1b1fca4e5d,1,208.0,208.0,208.0,0.0,0.0,208.0,extended
2f7e2db6-47fc-54aa-a35e-c9eda89573ac,1,83.0,83.0,83.0,0.0,0.0,83.0,normal
ab0fb5c6-d5d6-52fe-abab-d05f20899b57,1,150.0,150.0,150.0,0.0,0.0,150.0,deliberative
788a0d35-0af5-55cb-b745-70d55c5905b3,1,125.0,125.0,125.0,0.0,0.0,125.0,deliberative
1b6c86e7-86d1-55d6-a25b-cdf519ed69db,1,137.0,137.0,137.0,0.0,0.0,137.0,deliberative
16241dd7-0765-50fd-b9ea-501a381a863d,1,103.0,103.0,103.0,0.0,0.0,103.0,normal
d580cb7e-3646-5478-a482-d6f0ef581c12,1,210.0,210.0,210.0,0.0,0.0,210.0,extended
7722465f-ca5d-5e78-94ad-7f6968185c14,1,72.0,72.0,72.0,0.0,0.0,72.0,ballistic
596adb83-3db8-5276-874c-213d91679955,1,183.0,183.0,183.0,0.0,0.0,183.0,extended
8c9c2f1b-6414-57a0-9fd9-997af81b76d7,1,124.0,124.0,124.0,0.0,0.0,124.0,deliberative
4eaa289e-35ec-545d-b4f3-147cdfe88bcb,1,95.0,95.0,95.0,0.0,0.0,95.0,normal
89583f59-cbb5-5cb0-b3d2-7d698785429f,1,133.0,133.0,133.0,0.0,0.0,133.0,deliberative
c1beaaa1-ff56-5077-bbe3-030a08e3a101,1,149.0,149.0,149.0,0.0,0.0,149.0,deliberative
2d5bd9b5-4000-5f31-8669-b269f4c93d93,1,134.0,134.0,134.0,0.0,0.0,134.0,deliberative
7e3cd622-abc6-57f4-b268-38c060577832,1,116.0,116.0,116.0,0.0,0.0,116.0,normal
42d3c641-5ff2-5423-8533-db73cbe88f95,1,127.0,127.0,127.0,0.0,0.0,127.0,deliberative
15d4b639-be59-5fef-9e50-89c0f3b337cd,1,358.0,358.0,358.0,0.0,0.0,358.0,extended
65508a3a-7e61-569f-bd0d-bff07d9f61fe,1,133.0,133.0,133.0,0.0,0.0,133.0,deliberative
69d53494-bc8b-5f7b-8fd2-be77174dc777,1,83.0,83.0,83.0,0.0,0.0,83.0,normal
a51fdaa6-a558-5b81-97f3-b32bda4a35c2,1,149.0,149.0,149.0,0.0,0.0,149.0,deliberative
53dab9df-c725-5e40-ba3f-d53956e18cb7,1,114.0,114.0,114.0,0.0,0.0,114.0,normal
91b5fefe-470f-5d53-a4b0-3ad8c05a5c83,1,133.0,133.0,133.0,0.0,0.0,133.0,deliberative
e59c8ab8-443f-53a5-9bb5-8439a42a8dca,1,116.0,116.0,116.0,0.0,0.0,116.0,normal
2dcd0493-5703-5dc3-b482-cbe2bc3682b2,1,58.0,58.0,58.0,0.0,0.0,58.0,ballistic
850515aa-c035-5d96-a8a2-770375a307bc,1,119.0,119.0,119.0,0.0,0.0,119.0,normal
dab58b75-654a-5ec3-bccc-a4a942fa766b,1,133.0,133.0,133.0,0.0,0.0,133.0,deliberative
b499d4c5-576a-5edf-95e4-8fa80db3f3d4,1,53.0,53.0,53.0,0.0,0.0,53.0,ballistic
b66320ad-cbbc-5262-8413-2d0e3535fe86,1,148.0,148.0,148.0,0.0,0.0,148.0,deliberative
d9f0bd85-ddcb-5365-b281-9c83a564e2c4,1,66.0,66.0,66.0,0.0,0.0,66.0,ballistic
2cc722d0-1b7b-5bc9-a828-0b55c4ecf4b1,1,15.0,15.0,15.0,0.0,0.0,15.0,ballistic
4af4b0a5-2f55-5dc4-9f1d-f8def5a89b79,1,75.0,75.0,75.0,0.0,0.0,75.0,ballistic
874ff37f-f273-53e1-8db6-c9a3fa8c178f,1,133.0,133.0,133.0,0.0,0.0,133.0,deliberative
8806aa02-0288-5061-bf07-22a6a2eae72d,1,131.0,131.0,131.0,0.0,0.0,131.0,deliberative
8e4dc1de-11f7-5d7b-a4b2-fe462a2c1911,1,58.0,58.0,58.0,0.0,0.0,58.0,ballistic
